id_coleta;id_fazenda;id_rota;data_coleta;volume_litros;temperatura_c;gordura_pct;proteina_pct;acidez
657;35;8;07/01/2023;3316.22;6.5;4.58;3.45;19.27
659;147;4;07/01/2023;2387.94;7.5;5.39;2.9;14.46
662;51;4;07/01/2023;4406.75;5.3;4.78;2.92;
667;74;19;07/01/2023;2907.83;6.1;3.71;3.71;14.25
670;190;18;07/01/2023;331.28;6.3;4.22;3.24;19.69
674;203;2;07/01/2023;3373.43;9.6;3.61;3.85;15.17
680;172;11;07/01/2023;2163.23;4.1;3.98;3.28;15.61
681;25;10;07/01/2023;1831.24;5.6;5.19;3.74;19.81
686;93;1;07/01/2023;3576.75;2.1;4.51;3.68;15.17
692;48;16;07/01/2023;3513.91;6.4;4.63;3.65;19.15
694;165;17;07/01/2023;2236.07;5.9;4.37;3.16;15.77
697;49;3;07/01/2023;2198.25;;4.75;2.91;14.57
698;54;18;07/01/2023;3053.38;9.1;3.04;3.14;16.56
706;195;9;07/01/2023;651.72;;3.68;3.57;19.97
708;214;2;07/01/2023;3802.81;5.0;4.78;3.01;14.5
710;161;6;07/01/2023;4518.4;9.2;5.36;3.93;19.03
712;189;10;07/01/2023;4242.2;4.2;3.85;3.64;16.78
714;21;7;07/01/2023;4727.54;8.0;3.78;3.14;17.39
718;26;16;07/01/2023;2681.74;3.1;3.93;;18.21
724;139;3;07/01/2023;1333.68;7.8;4.39;2.81;14.6
727;211;17;07/01/2023;1328.76;8.6;4.88;3.57;15.13
732;199;1;07/01/2023;4377.51;4.7;4.48;3.78;
734;212;14;07/01/2023;1482.73;2.1;4.59;;18.43
735;20;5;07/01/2023;603.42;7.1;3.69;3.63;18.95
738;163;9;07/01/2023;758.84;10.0;4.35;;17.44
739;178;6;07/01/2023;4690.3;4.2;4.51;3.61;
742;15;16;07/01/2023;2333.04;3.7;4.68;2.84;19.81
751;210;7;07/01/2023;1041.01;4.6;5.24;3.35;17.62
755;141;15;07/01/2023;2117.26;5.4;3.36;3.79;14.67
756;180;8;07/01/2023;2181.89;8.4;3.24;2.89;16.95
757;27;15;07/01/2023;1448.0;4.6;3.64;2.84;
759;245;13;07/01/2023;817.05;4.1;5.13;;16.18
760;94;16;07/01/2023;4377.12;6.9;3.86;3.82;16.25
763;232;7;07/01/2023;2715.77;;4.57;3.41;19.77
768;26;19;08/01/2023;1762.32;5.8;3.11;3.63;16.92
775;146;3;08/01/2023;2752.46;6.6;4.63;2.89;18.91
777;149;1;08/01/2023;303.12;7.0;3.02;2.98;17.51
781;29;7;08/01/2023;322.03;5.0;4.0;3.26;14.56
788;242;16;08/01/2023;323.98;2.3;;3.25;17.15
790;163;16;08/01/2023;-4085.24;5.8;3.32;3.24;18.3
794;1;2;08/01/2023;4901.75;8.7;;3.38;15.13
796;220;16;08/01/2023;1094.33;8.2;3.24;3.72;18.69
797;105;4;08/01/2023;321.99;3.8;3.28;3.15;15.84
798;240;17;08/01/2023;4924.7;3.5;5.21;2.97;18.66
800;127;20;08/01/2023;962.0;3.8;4.79;3.95;
801;162;13;08/01/2023;4851.9;9.2;5.23;2.96;14.0
806;132;13;08/01/2023;1506.09;8.7;4.57;3.0;19.19
814;71;9;08/01/2023;429.44;8.1;4.4;3.58;18.52
815;174;3;08/01/2023;1025.88;4.7;4.85;3.07;14.61
817;129;1;08/01/2023;964.24;2.9;5.27;3.47;17.23
821;231;18;08/01/2023;4222.07;10.0;3.47;3.28;19.41
824;2;12;08/01/2023;4166.21;7.7;4.39;3.36;14.32
825;82;6;08/01/2023;2586.24;2.2;4.63;3.37;14.38
826;131;9;08/01/2023;4782.72;9.6;4.78;3.65;19.92
829;42;6;08/01/2023;3913.92;2.2;4.82;2.91;18.21
838;164;18;08/01/2023;2731.22;6.2;4.61;2.96;15.76
841;225;13;08/01/2023;334.22;3.5;3.13;3.85;17.14
843;60;7;08/01/2023;274.85;9.2;3.73;3.59;15.98
854;54;18;08/01/2023;3858.45;2.6;5.28;3.57;17.7
856;40;13;08/01/2023;1576.94;10.0;;3.77;16.76
857;83;13;08/01/2023;2799.19;3.0;3.52;3.86;16.71
858;41;13;08/01/2023;2424.88;3.1;3.62;3.48;18.38
863;150;2;08/01/2023;241.61;4.7;5.33;3.69;15.85
864;84;15;08/01/2023;3191.51;5.8;3.72;3.47;14.91
866;122;2;08/01/2023;4564.09;3.1;3.95;2.82;18.91
870;202;6;08/01/2023;4596.44;2.4;3.77;;18.5
871;211;18;08/01/2023;2398.82;2.3;;3.49;15.2
875;226;20;08/01/2023;3735.22;2.6;5.41;3.56;17.99
878;81;7;08/01/2023;2636.41;4.1;4.44;2.95;15.13
881;109;15;08/01/2023;3435.37;2.1;3.22;3.9;18.09
884;188;13;08/01/2023;932.89;;3.35;3.99;
899;135;17;08/01/2023;3831.16;2.4;3.33;2.88;17.14
901;193;7;08/01/2023;943.92;5.6;5.28;3.09;
902;209;2;08/01/2023;4245.89;2.3;5.37;2.97;16.33
903;92;10;08/01/2023;2099.88;5.9;4.74;2.85;15.25
905;179;13;08/01/2023;1475.1;3.3;4.52;3.19;14.72
906;48;17;08/01/2023;338.32;8.2;3.28;2.93;15.23
908;177;8;09/01/2023;2882.93;7.7;3.72;3.24;17.27
910;55;16;09/01/2023;4108.29;7.4;5.4;3.1;19.55
911;227;6;09/01/2023;2363.69;9.1;5.3;2.97;17.8
915;93;17;09/01/2023;3815.93;8.4;5.29;3.17;15.82
917;14;13;09/01/2023;2225.2;2.1;3.86;3.16;19.52
918;166;2;09/01/2023;3048.01;6.0;3.64;3.76;18.62
922;228;18;09/01/2023;2912.24;;4.46;3.39;15.76
924;216;10;09/01/2023;1047.83;3.5;4.71;3.07;18.2
926;56;9;09/01/2023;710.37;5.5;3.17;3.85;16.85
929;80;17;09/01/2023;2648.94;7.3;3.02;2.96;19.16
933;47;16;09/01/2023;1278.66;6.9;5.22;3.71;17.59
937;185;9;09/01/2023;502.08;9.0;3.57;3.19;15.15
938;100;14;09/01/2023;1120.86;4.2;4.67;3.54;18.81
942;101;9;09/01/2023;4686.8;6.1;3.66;3.55;14.65
944;193;7;09/01/2023;4643.59;2.3;3.15;3.97;15.71
950;74;13;09/01/2023;3576.59;3.3;3.54;3.13;19.39
951;171;19;09/01/2023;4413.11;4.0;4.13;3.27;16.29
953;20;7;09/01/2023;2682.42;8.8;3.91;2.91;14.55
954;158;9;09/01/2023;440.31;5.6;5.15;3.9;15.87
956;1;7;09/01/2023;1006.05;6.8;4.93;3.74;18.67
960;3;13;09/01/2023;2096.08;9.1;4.62;3.74;19.03
962;196;12;09/01/2023;2179.58;2.2;4.88;3.73;16.7
963;238;10;09/01/2023;3842.03;5.2;5.25;3.1;18.28
964;114;2;09/01/2023;1182.52;4.0;4.6;3.25;19.46
965;98;10;09/01/2023;4386.14;4.8;4.19;3.84;16.11
969;235;7;09/01/2023;890.97;2.7;;3.16;15.17
970;95;5;09/01/2023;2204.43;5.4;5.48;3.99;14.22
973;49;20;09/01/2023;2696.23;8.2;5.04;3.13;15.8
976;199;2;09/01/2023;3381.84;5.5;3.39;2.84;14.71
977;72;13;09/01/2023;4419.71;6.7;5.12;3.53;14.96
978;107;3;09/01/2023;2008.87;2.7;3.38;3.88;18.76
979;168;16;09/01/2023;929.06;3.4;5.46;3.62;16.14
980;6;11;09/01/2023;394.06;2.8;;2.8;18.74
985;37;18;09/01/2023;2511.66;7.8;4.77;3.59;16.34
986;68;9;09/01/2023;434.78;5.1;4.16;3.74;16.7
990;195;17;09/01/2023;3735.42;5.1;4.48;3.04;
994;29;18;09/01/2023;4051.48;;5.17;3.72;18.61
997;165;14;09/01/2023;1434.04;3.6;3.24;3.17;17.29
998;149;1;09/01/2023;4917.51;9.6;4.93;3.12;18.59
1002;172;19;09/01/2023;3181.16;8.0;5.48;3.59;16.97
1003;145;7;09/01/2023;2058.92;;3.47;2.82;16.24
1005;17;11;09/01/2023;4981.45;3.0;4.97;3.1;
1008;147;9;09/01/2023;1940.15;8.1;3.31;3.5;14.29
1009;102;3;09/01/2023;3851.05;8.5;4.44;3.16;15.79
1010;97;14;09/01/2023;3811.05;2.7;4.85;2.91;14.02
1012;10;1;09/01/2023;2931.27;5.8;3.32;3.79;15.43
1013;230;19;09/01/2023;3470.77;8.4;3.47;2.87;18.0
1019;12;14;09/01/2023;2551.58;;4.16;3.87;16.75
1024;52;17;09/01/2023;4308.08;9.4;;3.95;18.14
1033;196;7;10/01/2023;2253.06;3.1;4.75;2.98;16.53
1037;206;10;10/01/2023;4588.44;4.1;5.03;3.49;16.95
1048;92;16;10/01/2023;3700.38;5.0;3.7;3.49;17.03
1052;160;4;10/01/2023;2382.77;6.4;3.5;3.56;15.3
1053;51;14;10/01/2023;1750.5;8.8;5.39;3.53;18.55
1054;63;17;10/01/2023;2068.84;8.9;4.8;2.81;
1058;222;11;10/01/2023;1310.48;8.7;4.89;3.0;19.65
1059;219;15;10/01/2023;2628.09;4.2;3.19;2.84;18.38
1060;195;2;10/01/2023;2773.3;8.6;4.95;3.39;16.61
1062;137;20;10/01/2023;1934.35;2.7;3.07;3.35;18.47
1063;86;11;10/01/2023;1042.44;4.8;4.27;3.49;19.08
1064;127;20;10/01/2023;2894.58;3.7;3.66;2.85;
1065;59;7;10/01/2023;2733.49;4.7;5.16;3.68;16.44
1067;144;10;10/01/2023;3596.23;6.6;4.79;3.11;16.42
1071;27;5;10/01/2023;4073.97;8.2;4.41;2.87;14.14
1073;36;20;10/01/2023;2695.97;9.3;5.25;3.59;14.1
1074;60;12;10/01/2023;-1566.57;9.7;3.29;3.63;16.05
1077;53;4;10/01/2023;2943.23;4.0;3.67;3.09;15.86
1078;120;1;10/01/2023;3205.0;8.7;;3.6;17.6
1079;210;4;10/01/2023;2068.57;8.7;4.26;3.6;16.01
1082;199;15;10/01/2023;280.73;6.8;3.15;3.86;18.58
1083;175;1;10/01/2023;824.14;6.4;5.18;3.79;19.54
1085;113;11;10/01/2023;1314.14;4.9;3.51;3.28;19.56
1089;55;9;10/01/2023;1335.24;8.7;4.34;3.89;17.0
1091;95;18;10/01/2023;4873.66;4.7;4.96;3.33;19.2
1092;221;4;10/01/2023;4148.21;8.8;4.7;2.83;18.5
1094;66;17;10/01/2023;2583.03;8.2;4.98;2.8;14.51
1097;105;2;10/01/2023;2392.28;6.5;4.7;3.55;18.7
1098;31;2;10/01/2023;4774.82;8.8;5.38;3.08;16.6
1099;72;10;10/01/2023;3640.41;7.2;4.51;3.53;14.4
1101;174;7;10/01/2023;2127.94;6.3;3.47;3.34;14.47
1109;166;8;10/01/2023;1024.91;8.9;4.32;3.24;19.95
1114;194;17;10/01/2023;2484.11;2.8;4.12;2.82;19.72
1115;122;10;10/01/2023;4348.44;9.6;3.09;3.35;19.69
1119;2;19;10/01/2023;2798.48;5.4;5.17;3.81;17.01
1126;129;1;10/01/2023;3111.58;7.0;3.15;3.86;16.49
1133;168;7;10/01/2023;2972.5;4.6;3.67;3.67;18.46
1137;6;4;10/01/2023;334.78;3.1;4.82;2.87;
1143;234;5;10/01/2023;646.06;5.2;4.83;2.99;19.54
1147;146;10;10/01/2023;697.42;3.4;3.06;3.27;19.53
1151;74;8;11/01/2023;403.76;2.4;3.83;3.78;19.82
1153;33;9;11/01/2023;2244.36;6.0;4.4;4.0;18.66
1155;216;1;11/01/2023;863.47;2.3;4.01;3.17;17.54
1159;180;8;11/01/2023;2740.1;7.2;4.48;3.78;17.34
1160;217;4;11/01/2023;2172.26;3.2;5.38;3.49;18.99
1168;208;6;11/01/2023;3399.6;8.7;3.21;2.91;14.5
1170;189;16;11/01/2023;4995.43;;3.11;3.66;18.74
1171;168;2;11/01/2023;2232.91;6.0;3.62;3.61;17.32
1173;207;20;11/01/2023;3569.65;5.0;4.8;3.32;17.07
1174;55;11;11/01/2023;2330.94;2.8;5.45;3.71;16.44
1176;171;5;11/01/2023;4928.06;9.9;4.11;3.31;14.38
1179;89;1;11/01/2023;653.1;9.3;5.39;3.39;17.7
1180;240;10;11/01/2023;3321.37;4.2;4.04;3.36;19.38
1181;200;9;11/01/2023;513.6;6.8;;3.45;14.02
1183;150;18;11/01/2023;3207.63;5.4;4.54;3.64;18.18
1187;25;19;11/01/2023;3308.57;4.1;3.14;2.86;17.91
1195;92;18;11/01/2023;229.37;2.1;4.29;3.65;14.77
1199;232;18;11/01/2023;1039.18;7.6;3.81;3.76;
1204;7;7;11/01/2023;4168.17;2.3;4.98;3.66;14.87
1205;67;10;11/01/2023;1301.3;2.1;5.16;3.69;18.29
1208;223;11;11/01/2023;3324.37;3.9;3.37;3.4;19.24
1209;202;14;11/01/2023;4058.74;9.9;4.94;3.72;15.84
1213;32;2;11/01/2023;2681.99;7.7;3.53;2.85;15.11
1219;143;2;11/01/2023;1790.76;5.5;4.67;;17.88
1225;159;17;11/01/2023;3867.2;6.6;;3.97;14.04
1231;236;13;11/01/2023;3724.72;3.8;3.86;2.86;18.96
1239;28;17;11/01/2023;3716.97;9.4;3.51;3.45;18.62
1243;41;8;11/01/2023;1657.47;5.1;5.27;3.16;17.24
1246;242;4;11/01/2023;3080.42;9.6;4.16;3.27;18.12
1255;116;13;11/01/2023;1834.24;;5.41;3.49;16.39
1257;181;7;11/01/2023;3533.06;7.3;3.72;3.96;
1258;192;6;11/01/2023;2555.73;;3.4;2.81;19.91
1260;137;4;11/01/2023;3988.53;2.6;;3.87;18.06
1269;137;5;12/01/2023;3176.43;6.5;3.51;3.38;16.2
1270;196;13;12/01/2023;1969.16;5.7;5.23;3.64;14.5
