id_item,id_pedido,id_produto,quantidade,preco_unitario,valor_total
377,100,16,350,74.31,26008.5
378,100,8,390,15.71,6126.9
379,101,9,159,41.41,6584.19
380,101,21,316,52.3,16526.8
381,102,17,67,40.51,2714.17
382,102,11,111,14.8,1642.8
383,103,26,76,41.45,3150.2
384,104,17,406,31.98,12983.88
385,105,10,252,50.98,12846.96
386,105,11,280,74.95,20986.0
387,105,15,116,31.26,3626.16
388,105,21,455,47.9,21794.5
389,106,17,70,39.82,2787.4
390,106,11,93,41.95,3901.35
391,106,12,243,42.58,10346.94
392,106,10,144,19.94,2871.36
393,106,21,474,15.52,7356.48
394,107,18,423,51.14,21632.22
395,107,15,366,76.15,27870.9
396,107,5,414,71.88,29758.32
397,107,3,353,65.43,23096.79
398,107,11,211,55.09,11623.99
399,107,28,367,50.49,18529.83
400,108,16,317,48.95,15517.15
401,109,8,53,44.37,2351.61
402,109,2,253,55.06,13930.18
403,109,22,22,32.66,718.52
404,109,9,385,41.59,16012.15
405,109,27,460,34.45,15847.0
406,109,23,358,33.02,11821.16
407,110,12,213,19.76,4208.88
408,111,30,429,50.87,21823.23
409,112,15,287,53.06,15228.22
410,112,29,384,46.62,17902.08
411,112,25,345,64.22,22155.9
412,112,24,324,64.02,20742.48
413,113,14,495,29.44,14572.8
414,113,19,492,24.27,11940.84
415,113,23,456,49.97,22786.32
416,113,28,439,21.63,9495.57
417,114,3,289,4.35,1257.15
418,114,19,315,23.31,7342.65
419,114,26,396,15.76,6240.96
420,114,27,435,63.87,27783.45
421,114,11,385,14.95,5755.75
422,114,16,411,20.04,8236.44
423,115,30,73,63.79,4656.67
424,115,29,462,12.06,5571.72
425,115,8,154,48.21,7424.34
426,115,3,78,43.79,3415.62
427,115,23,292,38.39,11209.88
428,115,7,32,11.73,375.36
429,116,30,113,5.28,
430,116,6,412,68.85,28366.2
431,116,18,249,45.03,11212.47
432,116,26,255,35.8,9129.0
433,117,15,259,33.87,8772.33
434,117,28,94,74.2,6974.8
435,117,3,147,32.35,4755.45
436,117,20,111,59.33,6585.63
437,118,9,317,42.03,13323.51
438,118,21,329,4.12,1355.48
439,118,2,53,73.84,3913.52
440,118,13,486,69.34,33699.24
441,118,24,490,27.33,13391.7
442,118,30,203,77.68,15769.04
443,119,9,499,39.77,19845.23
444,119,25,307,30.87,9477.09
445,120,1,225,59.92,13482.0
446,120,27,194,25.47,
447,120,11,299,28.97,8662.03
448,120,25,409,72.49,29648.41
449,120,30,233,75.95,17696.35
450,120,19,303,29.43,8917.29
451,121,29,303,69.16,20955.48
452,121,25,102,59.14,6032.28
453,121,20,242,21.92,5304.64
454,121,8,411,51.02,20969.22
455,122,3,222,64.27,14267.94
456,122,12,131,32.49,4256.19
457,122,9,471,69.56,32762.76
458,122,28,62,48.03,2977.86
459,122,15,485,39.16,18992.6
460,123,10,446,30.27,13500.42
461,123,16,141,4.4,620.4
462,123,1,453,11.71,5304.63
463,123,25,133,70.19,9335.27
464,124,28,185,37.47,6931.95
465,124,17,240,43.13,10351.2
466,124,10,173,63.73,11025.29
467,124,9,10,25.45,254.5
468,125,1,53,59.88,3173.64
469,125,19,301,58.32,17554.32
470,125,5,188,39.19,7367.72
471,125,18,404,48.95,19775.8
472,125,10,228,55.41,12633.48
473,125,21,446,44.99,20065.54
474,126,23,338,41.25,13942.5
475,126,19,99,33.53,
476,126,13,56,71.58,4008.48
477,126,18,310,56.83,17617.3
478,127,15,475,68.81,32684.75
479,127,1,88,36.07,3174.16
480,127,26,82,38.47,3154.54
481,127,20,320,60.43,19337.6
482,127,4,270,66.26,17890.2
483,128,25,379,60.13,22789.27
484,128,6,383,5.24,2006.92
485,129,10,96,43.36,4162.56
486,129,9,159,8.22,1306.98
487,129,4,188,14.4,2707.2
488,129,24,106,62.28,6601.68
489,130,20,355,34.89,12385.95
490,131,4,15,28.17,422.55
491,131,7,402,58.85,23657.7
492,131,5,315,37.38,11774.7
493,131,13,148,42.3,6260.4
494,131,18,470,56.02,26329.4
495,132,1,64,79.11,5063.04
496,132,24,433,10.95,4741.35
497,132,12,224,56.63,12685.12
498,132,5,317,-71.3,22602.1
499,133,13,169,39.57,6687.33
500,133,2,234,75.62,17695.08
501,133,7,411,37.49,15408.39
502,133,30,245,77.57,19004.65
503,133,18,23,40.81,938.63
504,134,14,82,39.3,3222.6
505,134,1,97,35.21,3415.37
506,134,30,412,75.65,31167.8
507,134,21,256,26.2,6707.2
508,134,28,54,79.71,4304.34
509,134,22,45,62.73,2822.85
510,135,1,253,78.89,19959.17
511,135,28,24,69.13,1659.12
512,135,19,438,5.74,2514.12
513,135,22,96,45.77,4393.92
514,136,30,365,58.63,21399.95
515,137,10,275,11.76,3234.0
516,138,3,296,32.39,9587.44
517,138,17,317,39.04,12375.68
518,138,4,160,40.76,6521.6
519,138,9,270,31.83,8594.1
520,139,20,411,35.0,14385.0
521,139,18,212,51.02,10816.24
522,139,29,294,51.83,
523,140,30,444,9.6,4262.4
524,140,28,233,54.07,12598.31
525,140,22,457,10.08,4606.56
526,140,1,320,31.29,10012.8
527,141,30,122,29.2,3562.4
528,141,18,470,78.41,36852.7
529,142,16,170,74.7,
530,142,24,46,66.15,3042.9
531,143,1,448,35.77,16024.96
532,143,28,168,71.67,12040.56
533,144,15,42,7.59,318.78
534,144,21,18,10.12,
535,145,1,176,54.35,9565.6
536,145,20,243,34.39,8356.77
537,145,22,235,73.0,17155.0
538,145,7,174,44.57,7755.18
539,145,19,331,37.27,12336.37
540,145,15,442,17.99,7951.58
541,146,28,161,15.7,2527.7
542,146,8,154,31.3,4820.2
543,146,21,429,72.0,30888.0
544,146,30,239,63.77,15241.03
545,147,13,315,30.65,9654.75
546,147,23,198,61.61,12198.78
547,147,3,360,36.66,13197.6
548,147,21,194,10.06,1951.64
549,147,25,210,38.39,8061.9
550,148,25,149,12.55,1869.95
551,148,5,35,49.58,
552,148,16,108,61.2,6609.6
553,149,9,195,56.98,11111.1
554,150,4,350,58.44,20454.0
555,150,12,158,68.85,10878.3
556,150,9,366,38.29,14014.14
557,151,4,326,49.35,16088.1
558,151,25,387,28.01,10839.87
559,151,27,257,40.66,10449.62
560,151,29,393,61.72,24255.96
561,152,21,368,7.11,2616.48
562,152,10,12,67.53,810.36
563,152,28,202,28.68,5793.36
564,152,16,128,52.25,6688.0
565,153,19,191,67.72,12934.52
566,154,4,161,45.16,7270.76
567,154,28,224,56.48,12651.52
568,154,23,104,14.42,1499.68
569,154,7,475,53.69,25502.75
570,154,5,7,59.23,414.61
571,155,27,317,72.01,22827.17
572,155,6,44,63.8,2807.2
573,155,20,322,68.87,22176.14
574,156,25,197,22.63,4458.11
575,156,6,489,48.8,
576,156,1,277,15.56,4310.12
577,156,7,224,64.75,14504.0
578,156,20,52,6.59,342.68
579,156,16,187,46.08,8616.96
580,157,23,350,38.93,13625.5
581,158,16,73,59.2,4321.6
582,158,1,446,77.34,34493.64
583,158,12,90,31.18,2806.2
584,158,25,199,72.99,14525.01
585,158,19,376,6.44,2421.44
586,158,28,53,4.35,230.55
587,159,10,432,34.7,14990.4
588,159,28,110,76.45,
589,159,9,335,28.79,9644.65
590,159,4,76,7.24,550.24
591,160,27,18,46.61,838.98
592,160,4,361,-25.59,9237.99
593,160,25,428,59.02,25260.56
594,160,6,150,76.99,11548.5
595,161,21,87,66.88,5818.56
596,161,30,176,75.88,13354.88
597,162,8,109,59.32,6465.88
598,162,25,477,10.9,5199.3
599,162,6,123,32.05,3942.15
600,162,28,305,3.87,1180.35
601,163,25,451,24.04,10842.04
602,163,28,403,9.44,3804.32
603,163,5,106,63.61,6742.66
604,163,26,85,20.67,1756.95
605,163,17,457,74.15,33886.55
606,163,8,348,61.08,21255.84
607,164,3,279,45.2,
608,164,20,400,60.99,24396.0
609,164,7,398,22.93,9126.14
610,164,18,222,78.59,17446.98
611,164,12,21,7.91,166.11
612,164,30,444,30.94,13737.36
613,165,16,281,62.8,17646.8
614,165,4,234,71.53,16738.02
615,165,24,219,63.63,13934.97
616,165,23,270,54.07,14598.9
617,166,4,15,18.64,279.6
618,166,20,302,51.78,15637.56
619,166,7,236,53.85,12708.6
620,167,13,4,-76.05,304.2
621,168,3,265,76.34,20230.1
622,168,18,139,16.19,2250.41
623,169,16,164,66.41,10891.24
624,169,11,317,33.94,10758.98
625,170,10,362,33.33,12065.46
626,170,28,155,59.93,9289.15
627,170,25,345,44.34,15297.3
628,170,19,179,57.16,10231.64
629,170,5,292,7.29,
630,170,11,402,23.99,9643.98
631,171,5,45,43.52,1958.4
632,171,10,249,46.68,11623.32
633,171,12,345,10.23,3529.35
634,172,9,233,55.2,12861.6
635,172,12,103,50.51,5202.53
636,172,26,292,38.4,11212.8
637,173,8,333,67.69,22540.77
638,173,2,396,16.57,6561.72
639,174,3,235,16.67,3917.45
640,174,23,396,47.83,18940.68
641,174,25,340,23.28,7915.2
642,174,30,202,8.36,1688.72
643,174,22,73,12.47,910.31
644,175,28,285,10.14,2889.9
645,175,7,464,44.04,20434.56
646,175,25,306,20.58,6297.48
647,176,28,397,78.21,31049.37
648,176,15,174,10.24,1781.76
649,177,3,26,21.67,563.42
650,177,28,245,47.84,11720.8
651,177,23,238,39.32,9358.16
652,178,25,238,65.73,15643.74
653,178,29,272,37.08,10085.76
654,178,15,236,33.56,7920.16
655,178,20,223,46.56,10382.88
656,178,22,407,26.01,10586.07
657,179,17,317,71.42,22640.14
658,179,20,17,13.24,225.08
659,180,20,313,26.06,8156.78
660,180,1,275,51.08,14047.0
661,180,23,49,5.92,290.08
662,180,4,230,49.37,11355.1
663,180,30,138,48.1,6637.8
664,180,18,16,77.98,1247.68
665,181,12,16,45.16,722.56
666,181,27,467,66.04,
667,181,11,375,56.63,21236.25
668,181,2,306,73.47,22481.82
669,181,21,421,47.26,19896.46
670,181,10,141,13.55,1910.55
671,182,7,230,52.47,12068.1
672,182,26,393,75.88,29820.84
673,183,28,460,74.08,34076.8
674,183,29,111,27.74,3079.14
675,183,7,39,66.72,2602.08
676,183,6,446,19.6,8741.6
677,183,26,121,13.7,1657.7
678,183,10,22,57.14,1257.08
679,184,13,336,48.58,16322.88
680,184,25,52,57.2,
681,184,15,180,20.68,3722.4
682,184,24,304,26.33,8004.32
683,184,7,57,24.66,1405.62
684,184,11,445,27.91,12419.95
685,185,30,382,64.23,24535.86
686,185,18,209,40.08,8376.72
687,185,10,449,3.8,1706.2
688,185,24,387,76.48,29597.76
689,185,26,362,14.27,5165.74
690,186,9,190,11.56,2196.4
691,187,28,32,32.16,1029.12
692,188,5,275,8.76,
693,188,8,291,63.62,18513.42
694,188,22,480,34.86,16732.8
695,188,25,327,13.77,4502.79
696,188,10,309,72.22,22315.98
697,189,21,121,7.54,912.34
698,189,16,131,42.53,5571.43
699,189,19,152,69.44,10554.88
700,189,3,122,7.85,957.7
701,190,24,60,32.06,1923.6
702,190,10,206,60.37,12436.22
703,190,9,401,35.43,14207.43
704,190,12,46,55.26,2541.96
705,191,4,143,47.68,6818.24
706,191,23,296,3.01,890.96
707,191,11,474,12.2,5782.8
708,191,18,432,43.36,18731.52
709,191,21,301,26.34,7928.34
710,191,5,283,75.72,21428.76
711,192,23,335,3.69,1236.15
712,193,23,256,22.82,5841.92
713,193,17,452,61.02,27581.04
714,193,7,110,78.95,8684.5
715,194,8,271,8.63,2338.73
716,194,30,141,38.4,5414.4
717,194,1,272,37.78,10276.16
718,195,18,334,18.51,6182.34
719,195,8,292,48.26,14091.92
720,195,1,306,61.43,18797.58
721,196,25,136,35.52,4830.72
722,196,20,221,79.21,17505.41
723,196,7,12,5.83,69.96
724,196,27,244,16.8,4099.2
725,196,5,282,40.14,11319.48
726,196,3,481,24.29,11683.49
727,197,8,87,69.92,6083.04
728,197,19,50,41.32,2066.0
729,197,20,496,36.38,18044.48
730,198,5,189,5.4,1020.6
731,198,6,464,31.38,14560.32
732,198,3,181,73.91,13377.71
733,198,23,200,28.73,5746.0
734,199,26,347,43.12,14962.64
735,199,3,486,11.92,5793.12
736,199,12,401,36.87,14784.87
737,199,29,481,48.48,23318.88
738,200,9,471,78.56,37001.76
739,200,30,100,45.11,4511.0
740,200,13,331,71.41,23636.71
741,201,17,185,4.81,889.85
742,201,1,283,62.2,17602.6
743,202,5,398,8.34,3319.32
744,202,13,359,72.43,26002.37
745,202,15,275,67.28,18502.0
746,202,7,8,76.87,614.96
747,203,28,364,65.58,23871.12
748,204,23,226,59.43,13431.18
749,204,29,152,38.74,5888.48
750,204,4,383,24.43,9356.69
751,204,13,254,57.86,14696.44
752,204,5,33,32.9,1085.7
753,204,22,168,16.84,2829.12
754,205,9,459,20.47,9395.73
755,205,27,88,61.36,5399.68
756,205,11,148,53.13,7863.24
757,205,17,464,39.06,18123.84
758,206,21,244,73.34,17894.96
759,207,22,242,26.26,6354.92
760,207,3,16,11.82,189.12
761,207,18,475,48.15,22871.25
762,207,25,116,78.56,9112.96
763,207,7,227,36.07,8187.89
764,207,26,483,61.78,29839.74
765,208,13,65,61.48,3996.2
766,208,10,67,78.65,5269.55
767,208,17,103,72.08,7424.24
768,208,28,356,20.55,7315.8
769,208,27,136,62.78,8538.08
770,209,29,447,44.1,19712.7
771,209,13,94,75.05,7054.7
772,209,14,164,62.33,10222.12
773,209,28,234,29.88,6991.92
774,210,8,487,75.36,36700.32
775,210,29,232,41.09,9532.88
776,211,8,220,5.94,1306.8
777,211,28,317,59.09,18731.53
778,212,5,136,42.65,5800.4
779,213,4,170,28.53,4850.1
780,213,23,22,45.61,1003.42
781,213,6,175,75.64,13237.0
782,213,13,345,14.98,5168.1
783,213,17,135,40.85,5514.75
784,213,2,2,37.33,74.66
785,214,2,281,48.27,13563.87
786,214,7,71,28.17,2000.07
787,214,23,158,73.29,11579.82
788,215,5,230,27.03,6216.9
789,215,11,24,44.45,1066.8
790,215,8,291,20.78,6046.98
791,215,9,192,46.83,8991.36
792,216,3,491,70.51,34620.41
793,216,7,43,53.36,2294.48
794,216,11,155,27.99,4338.45
795,216,22,272,64.2,17462.4
796,217,17,464,40.89,18972.96
797,217,21,293,48.45,14195.85
798,217,25,373,45.29,16893.17
799,217,2,83,6.02,499.66
800,217,23,226,34.97,7903.22
801,218,7,121,25.45,3079.45
802,219,6,425,73.22,31118.5
803,219,19,191,6.12,1168.92
804,219,25,210,14.3,3003.0
805,220,24,390,46.59,18170.1
806,221,14,439,7.96,3494.44
807,221,23,38,43.55,1654.9
808,221,26,84,59.08,4962.72
809,221,9,54,21.66,1169.64
810,222,16,372,69.97,26028.84
811,223,3,208,69.15,14383.2
812,223,26,385,39.78,15315.3
813,223,27,498,22.34,11125.32
814,224,24,46,71.86,3305.56
815,224,19,16,47.45,759.2
816,224,7,292,8.4,2452.8
817,224,20,427,11.45,4889.15
818,224,15,412,26.38,10868.56
819,225,27,263,76.85,20211.55
820,225,11,468,15.81,7399.08
821,226,29,424,45.36,19232.64
822,226,17,416,10.61,4413.76
823,226,23,96,40.95,3931.2
824,226,6,140,68.79,
825,226,22,384,25.08,9630.72
826,226,8,191,31.68,6050.88
827,227,25,120,46.64,5596.8
828,227,29,324,34.08,11041.92
829,227,8,226,67.48,15250.48
